[Simulation 1] generations = 11 | descendants = 57 | [1, 2, 5, 6, 8, 3, 9, 7, 7, 5, 3, 2, 0]
[Simulation 370] generations = 0 | descendants = 0 | [1, 0]
[Simulation 371] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 372] generations = 3 | descendants = 9 | [1, 4, 4, 1, 0]
[Simulation 373] generations = 0 | descendants = 0 | [1, 0]
[Simulation 374] generations = 5 | descendants = 20 | [1, 2, 5, 5, 5, 3, 0]
[Simulation 375] generations = 0 | descendants = 0 | [1, 0]
[Simulation 376] generations = 0 | descendants = 0 | [1, 0]
[Simulation 377] generations = 3 | descendants = 5 | [1, 1, 2, 2, 0]
[Simulation 378] generations = 2 | descendants = 4 | [1, 2, 2, 0]
[Simulation 379] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 380] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 381] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 382] generations = 0 | descendants = 0 | [1, 0]
[Simulation 383] generations = 0 | descendants = 0 | [1, 0]
[Simulation 384] generations = 20 | descendants = 57 | [1, 2, 1, 3, 3, 5, 3, 3, 1, 2, 2, 2, 4, 8, 5, 2, 2, 2, 2, 2, 3, 0]
[Simulation 385] generations = 0 | descendants = 0 | [1, 0]
[Simulation 386] generations = 0 | descendants = 0 | [1, 0]
[Simulation 387] generations = 0 | descendants = 0 | [1, 0]
[Simulation 388] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 389] generations = 0 | descendants = 0 | [1, 0]
[Simulation 390] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 391] generations = 0 | descendants = 0 | [1, 0]
[Simulation 392] generations = 7 | descendants = 33 | [1, 2, 5, 5, 8, 6, 6, 1, 0]
[Simulation 393] generations = 3 | descendants = 5 | [1, 2, 2, 1, 0]
[Simulation 394] generations = 0 | descendants = 0 | [1, 0]
[Simulation 395] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 396] generations = 0 | descendants = 0 | [1, 0]
[Simulation 397] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 398] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 399] generations = 0 | descendants = 0 | [1, 0]
[Simulation 400] generations = 0 | descendants = 0 | [1, 0]
[Simulation 401] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 402] generations = 12 | descendants = 62 | [1, 4, 2, 5, 7, 9, 12, 6, 8, 2, 3, 3, 1, 0]
[Simulation 403] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 404] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 405] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 406] generations = 0 | descendants = 0 | [1, 0]
[Simulation 407] generations = 0 | descendants = 0 | [1, 0]
[Simulation 408] generations = 0 | descendants = 0 | [1, 0]
[Simulation 409] generations = 0 | descendants = 0 | [1, 0]
[Simulation 410] generations = 0 | descendants = 0 | [1, 0]
[Simulation 411] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 412] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 413] generations = 0 | descendants = 0 | [1, 0]
[Simulation 414] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 415] generations = 3 | descendants = 7 | [1, 2, 1, 4, 0]
[Simulation 416] generations = 0 | descendants = 0 | [1, 0]
[Simulation 417] generations = 4 | descendants = 7 | [1, 1, 1, 1, 4, 0]
[Simulation 418] generations = 0 | descendants = 0 | [1, 0]
[Simulation 419] generations = 0 | descendants = 0 | [1, 0]
[Simulation 420] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 421] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 422] generations = 16 | descendants = 68 | [1, 2, 2, 3, 4, 5, 5, 8, 9, 9, 5, 3, 1, 2, 3, 6, 1, 0]
[Simulation 423] generations = 13 | descendants = 43 | [1, 2, 1, 2, 4, 5, 4, 3, 1, 3, 5, 6, 6, 1, 0]
[Simulation 424] generations = 2 | descendants = 4 | [1, 3, 1, 0]
[Simulation 425] generations = 9 | descendants = 68 | [1, 1, 4, 9, 13, 10, 15, 10, 5, 1, 0]
[Simulation 426] generations = 2 | descendants = 5 | [1, 4, 1, 0]
[Simulation 427] generations = 0 | descendants = 0 | [1, 0]
[Simulation 428] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 429] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 430] generations = 2 | descendants = 5 | [1, 3, 2, 0]
[Simulation 431] generations = 7 | descendants = 14 | [1, 1, 2, 2, 3, 2, 3, 1, 0]
[Simulation 432] generations = 2 | descendants = 3 | [1, 1, 2, 0]
[Simulation 433] generations = 0 | descendants = 0 | [1, 0]
[Simulation 434] generations = 0 | descendants = 0 | [1, 0]
[Simulation 435] generations = 0 | descendants = 0 | [1, 0]
[Simulation 436] generations = 0 | descendants = 0 | [1, 0]
[Simulation 437] generations = 0 | descendants = 0 | [1, 0]
[Simulation 438] generations = 0 | descendants = 0 | [1, 0]
[Simulation 439] generations = 10 | descendants = 40 | [1, 3, 5, 4, 3, 4, 3, 7, 9, 1, 1, 0]
[Simulation 440] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 441] generations = 0 | descendants = 0 | [1, 0]
[Simulation 442] generations = 0 | descendants = 0 | [1, 0]
[Simulation 443] generations = 3 | descendants = 5 | [1, 2, 2, 1, 0]
[Simulation 444] generations = 16 | descendants = 111 | [1, 1, 4, 9, 9, 10, 9, 14, 12, 9, 9, 5, 5, 5, 6, 2, 2, 0]
[Simulation 445] generations = 10 | descendants = 24 | [1, 3, 5, 4, 5, 2, 1, 1, 1, 1, 1, 0]
[Simulation 446] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 447] generations = 0 | descendants = 0 | [1, 0]
[Simulation 448] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 449] generations = 0 | descendants = 0 | [1, 0]
[Simulation 450] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 451] generations = 0 | descendants = 0 | [1, 0]
[Simulation 452] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 453] generations = 0 | descendants = 0 | [1, 0]
[Simulation 454] generations = 2 | descendants = 5 | [1, 4, 1, 0]
[Simulation 455] generations = 6 | descendants = 15 | [1, 4, 3, 2, 2, 3, 1, 0]
[Simulation 456] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 457] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 458] generations = 4 | descendants = 17 | [1, 3, 5, 6, 3, 0]
[Simulation 459] generations = 0 | descendants = 0 | [1, 0]
[Simulation 460] generations = 9 | descendants = 32 | [1, 4, 5, 4, 4, 6, 5, 2, 1, 1, 0]
[Simulation 461] generations = 4 | descendants = 7 | [1, 3, 2, 1, 1, 0]
[Simulation 462] generations = 0 | descendants = 0 | [1, 0]
[Simulation 463] generations = 0 | descendants = 0 | [1, 0]
[Simulation 464] generations = 0 | descendants = 0 | [1, 0]
[Simulation 465] generations = 5 | descendants = 8 | [1, 1, 1, 1, 4, 1, 0]
[Simulation 466] generations = 4 | descendants = 21 | [1, 2, 7, 5, 7, 0]
[Simulation 467] generations = 0 | descendants = 0 | [1, 0]
[Simulation 468] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 469] generations = 0 | descendants = 0 | [1, 0]
[Simulation 470] generations = 0 | descendants = 0 | [1, 0]
[Simulation 471] generations = 0 | descendants = 0 | [1, 0]
[Simulation 472] generations = 3 | descendants = 6 | [1, 3, 2, 1, 0]
[Simulation 473] generations = 3 | descendants = 7 | [1, 2, 2, 3, 0]
[Simulation 474] generations = 0 | descendants = 0 | [1, 0]
[Simulation 475] generations = 0 | descendants = 0 | [1, 0]
[Simulation 476] generations = 4 | descendants = 9 | [1, 2, 2, 4, 1, 0]
[Simulation 477] generations = 0 | descendants = 0 | [1, 0]
[Simulation 478] generations = 0 | descendants = 0 | [1, 0]
[Simulation 479] generations = 3 | descendants = 7 | [1, 2, 4, 1, 0]
[Simulation 480] generations = 0 | descendants = 0 | [1, 0]
[Simulation 481] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 482] generations = 0 | descendants = 0 | [1, 0]
[Simulation 483] generations = 3 | descendants = 9 | [1, 4, 4, 1, 0]
[Simulation 484] generations = 11 | descendants = 49 | [1, 4, 4, 4, 3, 3, 8, 5, 8, 7, 2, 1, 0]
[Simulation 485] generations = 0 | descendants = 0 | [1, 0]
[Simulation 486] generations = 0 | descendants = 0 | [1, 0]
[Simulation 487] generations = 7 | descendants = 18 | [1, 3, 1, 3, 4, 3, 3, 1, 0]
[Simulation 488] generations = 0 | descendants = 0 | [1, 0]
[Simulation 489] generations = 0 | descendants = 0 | [1, 0]
[Simulation 490] generations = 0 | descendants = 0 | [1, 0]
[Simulation 491] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 492] generations = 0 | descendants = 0 | [1, 0]
[Simulation 493] generations = 0 | descendants = 0 | [1, 0]
[Simulation 494] generations = 6 | descendants = 22 | [1, 1, 3, 5, 3, 5, 5, 0]
[Simulation 495] generations = 0 | descendants = 0 | [1, 0]
[Simulation 496] generations = 3 | descendants = 7 | [1, 1, 3, 3, 0]
[Simulation 497] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 498] generations = 0 | descendants = 0 | [1, 0]
[Simulation 499] generations = 0 | descendants = 0 | [1, 0]
[Simulation 500] generations = 12 | descendants = 105 | [1, 1, 2, 4, 6, 6, 14, 15, 25, 19, 8, 4, 1, 0]
[Simulation 501] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 502] generations = 5 | descendants = 11 | [1, 3, 4, 1, 2, 1, 0]
[Simulation 503] generations = 0 | descendants = 0 | [1, 0]
[Simulation 504] generations = 0 | descendants = 0 | [1, 0]
[Simulation 505] generations = 11 | descendants = 25 | [1, 1, 1, 2, 1, 3, 8, 3, 1, 1, 3, 1, 0]
[Simulation 506] generations = 0 | descendants = 0 | [1, 0]
[Simulation 507] generations = 5 | descendants = 7 | [1, 3, 1, 1, 1, 1, 0]
[Simulation 508] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 509] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 510] generations = 11 | descendants = 40 | [1, 4, 10, 6, 4, 1, 1, 4, 3, 3, 1, 3, 0]
[Simulation 511] generations = 0 | descendants = 0 | [1, 0]
[Simulation 512] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 513] generations = 0 | descendants = 0 | [1, 0]
[Simulation 514] generations = 0 | descendants = 0 | [1, 0]
[Simulation 515] generations = 0 | descendants = 0 | [1, 0]
[Simulation 516] generations = 9 | descendants = 40 | [1, 1, 2, 4, 1, 4, 6, 10, 10, 2, 0]
[Simulation 517] generations = 10 | descendants = 50 | [1, 4, 5, 4, 3, 6, 9, 7, 4, 5, 3, 0]
[Simulation 518] generations = 4 | descendants = 6 | [1, 1, 1, 3, 1, 0]
[Simulation 519] generations = 0 | descendants = 0 | [1, 0]
[Simulation 520] generations = 0 | descendants = 0 | [1, 0]
[Simulation 521] generations = 4 | descendants = 10 | [1, 2, 2, 2, 4, 0]
[Simulation 522] generations = 0 | descendants = 0 | [1, 0]
[Simulation 523] generations = 3 | descendants = 7 | [1, 4, 2, 1, 0]
[Simulation 524] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 525] generations = 0 | descendants = 0 | [1, 0]
[Simulation 526] generations = 0 | descendants = 0 | [1, 0]
[Simulation 527] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 528] generations = 0 | descendants = 0 | [1, 0]
[Simulation 529] generations = 9 | descendants = 38 | [1, 4, 6, 6, 7, 3, 4, 2, 4, 2, 0]
[Simulation 530] generations = 0 | descendants = 0 | [1, 0]
[Simulation 531] generations = 0 | descendants = 0 | [1, 0]
[Simulation 532] generations = 0 | descendants = 0 | [1, 0]
[Simulation 533] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 534] generations = 16 | descendants = 187 | [1, 3, 3, 5, 9, 11, 13, 16, 20, 29, 16, 16, 10, 12, 8, 10, 6, 0]
[Simulation 535] generations = 14 | descendants = 76 | [1, 4, 3, 5, 5, 3, 4, 6, 5, 8, 11, 9, 8, 3, 2, 0]
[Simulation 536] generations = 0 | descendants = 0 | [1, 0]
[Simulation 537] generations = 2 | descendants = 4 | [1, 3, 1, 0]
[Simulation 538] generations = 0 | descendants = 0 | [1, 0]
[Simulation 539] generations = 0 | descendants = 0 | [1, 0]
[Simulation 540] generations = 3 | descendants = 6 | [1, 2, 2, 2, 0]
[Simulation 541] generations = 0 | descendants = 0 | [1, 0]
[Simulation 542] generations = 0 | descendants = 0 | [1, 0]
[Simulation 543] generations = 0 | descendants = 0 | [1, 0]
[Simulation 544] generations = 2 | descendants = 3 | [1, 1, 2, 0]
[Simulation 545] generations = 0 | descendants = 0 | [1, 0]
[Simulation 546] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 547] generations = 0 | descendants = 0 | [1, 0]
[Simulation 548] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 549] generations = 0 | descendants = 0 | [1, 0]
[Simulation 550] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 551] generations = 6 | descendants = 7 | [1, 1, 2, 1, 1, 1, 1, 0]
[Simulation 552] generations = 0 | descendants = 0 | [1, 0]
[Simulation 553] generations = 11 | descendants = 69 | [1, 1, 3, 8, 9, 13, 10, 6, 7, 7, 3, 2, 0]
[Simulation 554] generations = 0 | descendants = 0 | [1, 0]
[Simulation 555] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 556] generations = 0 | descendants = 0 | [1, 0]
[Simulation 557] generations = 0 | descendants = 0 | [1, 0]
[Simulation 558] generations = 0 | descendants = 0 | [1, 0]
[Simulation 559] generations = 19 | descendants = 73 | [1, 3, 5, 3, 1, 1, 3, 4, 7, 5, 8, 7, 5, 2, 6, 3, 2, 3, 4, 1, 0]
[Simulation 560] generations = 0 | descendants = 0 | [1, 0]
[Simulation 561] generations = 0 | descendants = 0 | [1, 0]
[Simulation 562] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 563] generations = 0 | descendants = 0 | [1, 0]
[Simulation 564] generations = 0 | descendants = 0 | [1, 0]
[Simulation 565] generations = 0 | descendants = 0 | [1, 0]
[Simulation 566] generations = 0 | descendants = 0 | [1, 0]
[Simulation 567] generations = 0 | descendants = 0 | [1, 0]
[Simulation 568] generations = 0 | descendants = 0 | [1, 0]
[Simulation 569] generations = 2 | descendants = 6 | [1, 2, 4, 0]
[Simulation 570] generations = 6 | descendants = 16 | [1, 2, 3, 3, 2, 2, 4, 0]
[Simulation 571] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 572] generations = 0 | descendants = 0 | [1, 0]
[Simulation 573] generations = 2 | descendants = 5 | [1, 4, 1, 0]
[Simulation 574] generations = 0 | descendants = 0 | [1, 0]
[Simulation 575] generations = 12 | descendants = 72 | [1, 2, 3, 1, 4, 7, 12, 11, 11, 9, 8, 3, 1, 0]
[Simulation 576] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 577] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 578] generations = 0 | descendants = 0 | [1, 0]
[Simulation 579] generations = 3 | descendants = 4 | [1, 1, 2, 1, 0]
[Simulation 580] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 581] generations = 0 | descendants = 0 | [1, 0]
[Simulation 582] generations = 0 | descendants = 0 | [1, 0]
[Simulation 583] generations = 1 | descendants = 4 | [1, 4, 0]
[Simulation 584] generations = 0 | descendants = 0 | [1, 0]
[Simulation 585] generations = 0 | descendants = 0 | [1, 0]
[Simulation 586] generations = 28 | descendants = 179 | [1, 1, 1, 1, 4, 8, 11, 16, 12, 8, 6, 8, 7, 5, 8, 5, 9, 2, 5, 6, 10, 11, 8, 9, 5, 3, 3, 5, 2, 0]
[Simulation 587] generations = 3 | descendants = 5 | [1, 1, 3, 1, 0]
[Simulation 588] generations = 0 | descendants = 0 | [1, 0]
[Simulation 589] generations = 3 | descendants = 7 | [1, 2, 3, 2, 0]
[Simulation 590] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 591] generations = 0 | descendants = 0 | [1, 0]
[Simulation 592] generations = 10 | descendants = 29 | [1, 1, 1, 2, 1, 3, 6, 5, 6, 2, 2, 0]
[Simulation 593] generations = 0 | descendants = 0 | [1, 0]
[Simulation 594] generations = 30 | descendants = 214 | [1, 2, 2, 3, 2, 1, 4, 8, 10, 12, 14, 12, 13, 11, 6, 11, 12, 9, 8, 13, 11, 10, 4, 5, 4, 8, 8, 6, 2, 1, 2, 0]
[Simulation 595] generations = 0 | descendants = 0 | [1, 0]
[Simulation 596] generations = 18 | descendants = 140 | [1, 2, 2, 1, 2, 1, 4, 8, 8, 7, 9, 9, 14, 15, 16, 17, 11, 10, 4, 0]
[Simulation 597] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 598] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 599] generations = 11 | descendants = 29 | [1, 2, 2, 1, 1, 1, 1, 4, 8, 5, 3, 1, 0]
[Simulation 600] generations = 3 | descendants = 6 | [1, 1, 4, 1, 0]
[Simulation 601] generations = 4 | descendants = 8 | [1, 2, 1, 3, 2, 0]
[Simulation 602] generations = 17 | descendants = 81 | [1, 4, 5, 8, 9, 7, 5, 8, 8, 3, 4, 3, 3, 4, 3, 5, 1, 1, 0]
[Simulation 603] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 604] generations = 0 | descendants = 0 | [1, 0]
[Simulation 605] generations = 13 | descendants = 39 | [1, 2, 1, 2, 5, 7, 6, 6, 2, 2, 2, 2, 1, 1, 0]
[Simulation 606] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 607] generations = 0 | descendants = 0 | [1, 0]
[Simulation 608] generations = 0 | descendants = 0 | [1, 0]
[Simulation 609] generations = 3 | descendants = 8 | [1, 1, 4, 3, 0]
[Simulation 610] generations = 4 | descendants = 8 | [1, 1, 2, 2, 3, 0]
[Simulation 611] generations = 3 | descendants = 5 | [1, 2, 2, 1, 0]
[Simulation 612] generations = 3 | descendants = 5 | [1, 1, 2, 2, 0]
[Simulation 613] generations = 0 | descendants = 0 | [1, 0]
[Simulation 614] generations = 0 | descendants = 0 | [1, 0]
[Simulation 615] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 616] generations = 0 | descendants = 0 | [1, 0]
[Simulation 617] generations = 19 | descendants = 137 | [1, 2, 4, 5, 8, 8, 5, 7, 6, 9, 10, 10, 8, 15, 14, 14, 6, 4, 1, 1, 0]
[Simulation 618] generations = 0 | descendants = 0 | [1, 0]
[Simulation 619] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 620] generations = 15 | descendants = 71 | [1, 3, 4, 7, 5, 4, 2, 6, 3, 5, 6, 6, 9, 7, 1, 3, 0]
[Simulation 621] generations = 0 | descendants = 0 | [1, 0]
[Simulation 622] generations = 17 | descendants = 67 | [1, 4, 3, 2, 4, 5, 4, 2, 1, 3, 6, 6, 5, 4, 5, 5, 3, 5, 0]
[Simulation 623] generations = 0 | descendants = 0 | [1, 0]
[Simulation 624] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 625] generations = 0 | descendants = 0 | [1, 0]
[Simulation 626] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 627] generations = 0 | descendants = 0 | [1, 0]
[Simulation 628] generations = 0 | descendants = 0 | [1, 0]
[Simulation 629] generations = 35 | descendants = 258 | [1, 4, 9, 8, 5, 5, 9, 7, 8, 3, 4, 8, 13, 6, 10, 10, 11, 5, 9, 8, 13, 5, 8, 12, 17, 13, 5, 6, 9, 7, 3, 4, 6, 3, 4, 1, 0]
[Simulation 630] generations = 0 | descendants = 0 | [1, 0]
[Simulation 631] generations = 0 | descendants = 0 | [1, 0]
[Simulation 632] generations = 0 | descendants = 0 | [1, 0]
[Simulation 633] generations = 0 | descendants = 0 | [1, 0]
[Simulation 634] generations = 0 | descendants = 0 | [1, 0]
[Simulation 635] generations = 0 | descendants = 0 | [1, 0]
[Simulation 636] generations = 0 | descendants = 0 | [1, 0]
[Simulation 637] generations = 5 | descendants = 24 | [1, 3, 7, 5, 5, 4, 0]
[Simulation 638] generations = 0 | descendants = 0 | [1, 0]
[Simulation 639] generations = 5 | descendants = 17 | [1, 2, 4, 4, 5, 2, 0]
[Simulation 640] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 641] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 642] generations = 0 | descendants = 0 | [1, 0]
[Simulation 643] generations = 0 | descendants = 0 | [1, 0]
[Simulation 644] generations = 0 | descendants = 0 | [1, 0]
[Simulation 645] generations = 2 | descendants = 4 | [1, 2, 2, 0]
[Simulation 646] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 647] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 648] generations = 35 | descendants = 251 | [1, 3, 7, 8, 8, 11, 10, 7, 9, 7, 10, 5, 4, 3, 5, 4, 7, 8, 11, 13, 11, 7, 16, 18, 12, 7, 5, 2, 4, 3, 6, 6, 8, 2, 3, 1, 0]
[Simulation 649] generations = 0 | descendants = 0 | [1, 0]
[Simulation 650] generations = 0 | descendants = 0 | [1, 0]
[Simulation 651] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 652] generations = 4 | descendants = 7 | [1, 3, 2, 1, 1, 0]
[Simulation 653] generations = 0 | descendants = 0 | [1, 0]
[Simulation 654] generations = 0 | descendants = 0 | [1, 0]
[Simulation 655] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 656] generations = 3 | descendants = 15 | [1, 3, 7, 5, 0]
[Simulation 657] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 658] generations = 0 | descendants = 0 | [1, 0]
